Date,CHF,CZK,EUR,GBP,HUF,NOK,PLN,SEK
2005-02-28,0.020412400102812783,-0.02784246992779149,0.012569416942942335,0.01840747461444603,-0.028219579819048768,0.022009281857371832,-0.05628912903748118,0.01823602844818839
2005-03-31,-0.02712490262683004,0.033185427055329786,-0.01910001955971191,-0.015596069974776028,0.04174756822269732,-0.018874329011551394,0.06928530377573527,-0.030966307796039594
2005-04-30,0.000669193028229681,0.021914192611997674,-0.00704216827765064,0.010523045081070492,0.027336547324584792,0.0036830968112613327,0.05370144858426795,-0.008734227786276527
2005-05-31,-0.043075438006340644,0.0389121373445378,-0.04511438181456373,-0.049271936268524,0.05310978903596375,-0.021448511278036486,0.01773121910658615,-0.0417556941926136
2005-06-30,-0.028057356986469967,0.009475907160367836,-0.017785941041444042,-0.015189087390563683,-0.011544467522211832,-0.013869434598268837,-0.013021909825957856,-0.05038077447568812
2005-07-31,-0.004277335539422528,-0.00018097458507204678,0.0027241636464884755,-0.018078529798552623,-0.011580222205878954,0.009523236137116253,0.0034950715363888385,0.0079366601013251
2005-08-31,0.027616715714689738,-0.043049457747196485,0.01773614643583976,0.025373666363152192,-0.021390867027587745,0.01690251525487163,-0.030427883267052147,0.02608577895309372
2005-09-30,-0.03141208456417757,0.03172244814706593,-0.025682107464129522,-0.02174514920141013,0.047127449630726126,-0.026471566137052482,0.0023643842682945504,-0.024666541637085704
2005-10-31,0.003019629176345684,0.004627207998203708,-0.003254294244175615,0.0023672594855410622,0.006835814160249143,0.007333691207997539,0.013918461520339376,-0.027558071519979688
2005-11-30,-0.018667695676688134,-0.009071538609621843,-0.015465483196276109,-0.02164390653623005,0.027352288281078607,-0.0359193999451739,0.0027787315006171376,-0.013028523820518334
2005-12-31,-0.001521006412877779,0.0010618800620059154,0.003050357217381061,-0.005919436074110718,-0.008908924954816655,-0.001558583091350041,-0.021215812657007005,0.016135859978801292
2006-01-31,0.028833261479634636,-0.049110654299080014,0.025629996581954306,0.03309726778288935,-0.026197396415851948,0.015319991919416465,-0.03310617528769222,0.04458804890099932
2006-02-28,-0.025026362237200256,0.017658231569743776,-0.018142135482072663,-0.013812808686761602,0.02534922253602989,-0.015586959415926138,0.00953976259102185,-0.03981383023895324
2006-03-31,0.005047388187193913,-0.01252625104163263,0.015388236145220974,-0.00944542708094498,0.024722493809143486,0.02892962972608326,0.01942963246481,0.013215660432369436
2006-04-30,0.05184630150591549,-0.04132339279565089,0.042101463947524065,0.0495506673402466,-0.044094328262117344,0.0652765191365996,-0.055985398508047624,0.0595307839568453
2006-05-31,0.016774197786992018,-0.0208888472577744,0.014150843055787232,0.024678883545279695,-0.015401349967048894,0.008755044627569486,0.005221102596173255,0.01626615003654952
2006-06-30,-0.004342614151499863,0.009128015055763328,-0.0025854478357847377,-0.012147546681518517,0.07419511781709964,-0.022300444112558493,0.017742422300689675,0.004549489584493749
2006-07-31,-0.005869361525731337,0.002336346644792542,-0.0007028393823763357,0.010333822087898903,-0.03655059714380027,0.010730545261891544,-0.014136221701600338,-0.0012226793061871355
2006-08-31,-0.00048770064201617003,-0.011328175073932467,0.0027372980521577495,0.018497149865496887,0.013724435499850252,-0.02662932654105843,-0.0005839232864444099,-0.006352982454379541
2006-09-30,-0.01739594782896267,0.01011573520479958,-0.01153808192008543,-0.016627249160645508,-0.006325311061136318,-0.034044959460884705,0.016892024930692973,-0.012395445582132458
2006-10-31,0.007211643833938158,-0.010637812509296296,0.008251620963479589,0.019352369145223647,-0.04939689804798153,0.00030585070018229743,-0.03410727790192558,0.016376891623447243
2006-11-30,0.03769390409646192,-0.04764188878405129,0.03721017777199406,0.030005126654532588,-0.05403179674066205,0.06077473602187,-0.05196772402761329,0.055098206890330736
2006-12-31,-0.018286843408403863,-0.00928281906673778,-0.004007029642967397,-0.003670520996036486,-0.019488148483406853,-0.01370532937905189,0.008655697799865969,-0.0027770540355140927
2007-01-31,-0.020210975161403105,0.035976081247247826,-0.01334610412693299,0.0021378360270761787,0.03142056420588091,-0.0012178104234787934,0.029115584024948182,-0.014634592884603004
2007-02-28,0.020621029626916254,-0.011309229584938851,0.015684918221081257,0.0003142149699383312,-0.016132238013293332,0.018260727649755948,-0.011449836872756247,-0.006309074122494263
2007-03-31,0.004439277134281494,-0.017959304887547045,0.009784173351470471,-0.005874809176221296,-0.038020187016527984,0.00910891373463163,-0.02070401417352996,0.002160643384909733
